Order #,Order Date,Amount,Tip,Gratuity,Total,Void User,Void Approver,Void Date,Type,Receipt
32,5/25/26 1:58 PM,19.46,4.00,0.00,23.46,,,,Credit,mPbkcRqrxcNdp
22,5/25/26 1:31 PM,8.66,2.00,0.00,10.66,,,,Credit,nnYdTdsFjrMXL
22,5/25/26 1:31 PM,26.60,4.00,0.00,30.60,,,,Credit,7LbfjmMFCYCbX
34,5/25/26 2:01 PM,76.35,15.00,0.00,91.35,,,,Credit,YxwmpwXYXdptK
42,5/25/26 2:29 PM,12.99,2.16,0.00,15.15,,,,Credit,fMsfjshkCcTWX
43,5/25/26 2:34 PM,12.99,0.00,0.00,12.99,,,,Credit,mNrYjrJJqtg7c
45,5/25/26 2:38 PM,8.66,1.76,0.00,10.42,,,,Credit,zg7JFMNjhPfwq
46,5/25/26 2:41 PM,25.98,0.00,0.00,25.98,,,,Credit,yjCjdXXW7j7Kh
39,5/25/26 2:10 PM,110.37,0.00,0.00,110.37,,,,Credit,ynjwFwJzWMpys
47,5/25/26 2:59 PM,8.66,1.60,0.00,10.26,,,,Credit,hMNffKjNFRyKp
41,5/25/26 2:22 PM,60.59,14.41,0.00,75.00,,,,Credit,zsmgK9RwytswY
48,5/25/26 3:02 PM,13.51,1.00,0.00,14.51,,,,Credit,9JCwt9JNJpyWP
50,5/25/26 3:05 PM,8.66,1.76,0.00,10.42,,,,Credit,97pKmnxqXRbg9
51,5/25/26 3:10 PM,17.32,0.00,0.00,17.32,,,,Credit,yXRbFJPHJYytf
52,5/25/26 3:20 PM,34.64,6.40,0.00,41.04,,,,Credit,YMLnYm7MmgHCj
49,5/25/26 3:03 PM,15.15,4.85,0.00,20.00,,,,Credit,HTWkyrn7q7FJL
44,5/25/26 2:38 PM,124.45,0.00,0.00,124.45,,,,Cash,sdwT9gk9n79PN
54,5/25/26 3:55 PM,17.32,2.88,0.00,20.20,,,,Credit,zR7zhPcLyHss7
53,5/25/26 3:51 PM,68.89,15.00,0.00,83.89,,,,Credit,cTzCcdHgY9wFM
56,5/25/26 4:03 PM,62.76,10.00,0.00,72.76,,,,Credit,jKKWJcwMHbJmH
58,5/25/26 4:12 PM,66.02,10.00,0.00,76.02,,,,Credit,YqjHHnYbJfLWK
60,5/25/26 4:48 PM,12.99,2.16,0.00,15.15,,,,Credit,NMcWqwfqPkRNy
55,5/25/26 3:56 PM,28.13,7.00,0.00,35.13,,,,Credit,zHyHyn9jMHykM
57,5/25/26 4:05 PM,79.15,15.00,0.00,94.15,,,,Credit,LyRmhhJjjRqXT
59,5/25/26 4:24 PM,87.66,17.34,0.00,105.00,,,,Credit,xLqnqYPxkJLN9
65,5/25/26 5:11 PM,25.98,4.32,0.00,30.30,,,,Credit,Tc7WqWhXykfNb
61,5/25/26 4:49 PM,88.18,10.00,0.00,98.18,,,,Credit,H9rcxhJFcdpCg
67,5/25/26 5:34 PM,23.86,0.00,0.00,23.86,,,,Credit,MsyddXkbsjr7b
62,5/25/26 4:57 PM,59.49,12.51,0.00,72.00,,,,Credit,7kjYsLfmxk7nm
62,5/25/26 4:57 PM,59.49,10.00,0.00,69.49,,,,Credit,kky9MmX9gJswP
63,5/25/26 5:07 PM,73.03,10.00,0.00,83.03,,,,Credit,pkhwHfCFyrTxJ
66,5/25/26 5:24 PM,35.70,6.50,0.00,42.20,,,,Credit,JYpWYkktKr9hr
66,5/25/26 5:24 PM,35.70,6.50,0.00,42.20,,,,Credit,jPmgLHg9NpNPy
69,5/25/26 5:56 PM,22.72,0.00,0.00,22.72,,,,Cash,XCcRFfsJPLKdY
71,5/25/26 6:22 PM,69.87,15.00,0.00,84.87,,,,Credit,xXJwpCN97Pgnc
73,5/25/26 7:10 PM,71.42,14.00,0.00,85.42,,,,Credit,XnbMxWxqyXLfC
73,5/25/26 7:10 PM,31.39,0.00,0.00,31.39,,,,Cash,zffjXxNPcH9Cj
75,5/25/26 7:13 PM,94.67,0.00,0.00,94.67,,,,Cash,XwP9cpzzCFgPM
74,5/25/26 7:13 PM,99.53,0.00,0.00,99.53,,,,Credit,YX9mrgXzpjccL
76,5/25/26 7:16 PM,107.37,0.00,0.00,107.37,,,,Cash,yCPCgtjFggk7R
3,5/26/26 5:44 PM,37.33,7.50,0.00,44.83,,,,Credit,hkwrjknTCHL9P
2,5/26/26 5:27 PM,149.95,30.00,0.00,179.95,,,,Credit,97kMMbxswPWrM
1,5/26/26 5:09 PM,101.71,20.00,0.00,121.71,,,,Credit,FF9yxFLcHFpLq
5,5/26/26 6:13 PM,74.10,13.70,0.00,87.80,,,,Credit,hsf9qfszTMmMT
4,5/26/26 6:10 PM,146.51,30.00,0.00,176.51,,,,Credit,gpmYPwqtkqkLT
9,5/26/26 6:28 PM,80.60,16.00,0.00,96.60,,,,Credit,htyxMfmqjPxJT
8,5/26/26 6:26 PM,42.75,15.00,0.00,57.75,,,,Credit,bL9m9LqcTtyLn
7,5/26/26 6:18 PM,90.63,14.00,0.00,104.63,,,,Credit,PCYwdkjrfKhKf
7,5/26/26 6:18 PM,70.59,14.00,0.00,84.59,,,,Credit,mtMf9pXmpxqww
12,5/26/26 7:25 PM,66.02,15.00,0.00,81.02,,,,Credit,hPmWfMtFNxWyC
11,5/26/26 6:54 PM,114.84,23.00,0.00,137.84,,,,Credit,JpfWsfxxb77g9
6,5/26/26 6:17 PM,300.02,0.00,55.45,355.47,,,,Credit,bYhyhCzbrphFP
14,5/26/26 7:33 PM,90.35,14.65,0.00,105.00,,,,Credit,9d7MLxnkCFcnh
10,5/26/26 6:54 PM,223.77,0.00,41.36,265.13,,,,Credit,wNmhHLwspPmTq
13,5/26/26 7:27 PM,36.77,10.00,0.00,46.77,,,,Credit,bgYYprMpKJW9P
